Loyalty#,Customer Lifetime Value
290554,10208.93
653081,10208.93
681593,10208.93
705006,10208.93
907077,10208.93
842793,10209.02
273144,10212.02
311857,10215.78
112894,10221.81
895346,10221.81
826149,10242.41
459128,10248.9
524951,10272.61
649994,10295.47
413101,10298.39
165893,10302.9
206207,10307.65
584833,10307.65
697162,10314.52
222102,10330.44
752259,10330.44
577278,10340.46
685546,10346.32
455758,10357.51
931657,10357.63
486143,10369.39
148767,10373.89
696864,10373.89
437403,10388.99
672649,10390.67
894532,10392.96
767648,10396.53
521225,10408.97
521486,10408.97
912984,10408.97
956477,10419.17
225920,10425.99
821712,10426.09
365596,10442.45
251874,10442.65
660684,10442.65
839494,10455.49
432200,10477.78
467631,10479.9
540109,10479.9
893294,10484.92
919285,10484.92
684491,10487.74
978934,10506.77
405318,10506.88
266757,10506.94
643912,10506.94
593386,10507.5
654122,10507.5
668843,10507.69
707424,10515.97
725962,10515.97
411686,10517.16
481860,10524.71
164017,10529.01
812417,10529.01
473786,10536.08
438698,10541.11
732368,10541.11
124761,10546.66
126581,10546.66
502390,10548.54
940760,10548.54
914609,10551.15
717250,10552.17
233877,10552.88
768996,10552.88
932526,10570.79
323542,10571.54
637580,10571.54
183208,10575.95
131342,10581.28
331094,10592.59
424126,10593.59
869226,10595.81
437357,10611.56
485040,10620.49
840376,10620.49
488724,10629.22
187887,10633.5
113679,10634.84
188542,10640.94
579990,10640.94
295412,10656.88
523904,10656.88
702269,10656.88
561917,10662.63
169665,10676.59
178720,10677.25
813725,10677.25
160779,10706.67
819315,10714.21
882544,10714.21
853704,10721.61
521252,10722.06
538550,10737.68
851931,10747.03
704603,10781.61
787018,10787.12
872079,10787.12
622527,10793.76
992488,10808.07
616746,10820.0
714379,10820.0
242917,10827.87
986055,10828.37
601940,10834.87
740754,10834.87
222644,10861.52
882466,10876.48
233831,10881.77
216139,10883.79
286614,10896.05
759899,10896.05
122283,10899.3
227293,10899.3
669368,10901.23
696199,10914.2
904920,10915.36
781777,10925.82
344671,10932.21
274204,10952.13
312933,10952.13
576184,10954.38
682356,10963.96
861470,10963.96
904736,10963.96
539739,10970.13
213934,10972.07
461199,10972.07
719162,10972.07
818940,10972.07
563217,10978.78
679155,10978.78
362293,11003.02
564305,11005.02
659205,11005.02
329302,11009.13
280588,11042.29
470739,11044.43
694512,11064.29
680485,11077.69
744612,11085.88
444154,11124.21
828040,11124.6
127279,11131.57
584564,11131.57
460943,11140.3
296141,11172.5
176521,11196.02
314317,11196.02
357567,11196.46
734791,11196.46
977274,11211.59
202182,11228.29
522758,11228.29
389488,11236.31
700958,11243.9
139356,11250.1
355515,11250.1
979983,11269.23
974606,11277.72
360730,11280.73
221775,11293.98
116045,11308.47
492433,11314.24
516133,11314.24
351897,11315.2
399704,11315.2
423254,11315.2
579584,11315.2
946645,11318.13
687463,11323.36
915286,11360.46
696504,11365.27
954293,11373.99
225576,11378.89
605269,11431.73
726688,11435.23
795840,11436.43
802002,11447.51
883155,11469.63
664493,11513.16
967502,11513.36
560990,11516.41
530955,11533.48
929302,11533.48
515134,11533.97
645244,11546.17
937254,11546.17
959673,11572.1
856830,11606.85
113656,11618.56
339573,11628.73
267717,11631.88
108481,11633.58
676408,11633.58
423228,11638.67
307033,11638.9
484774,11638.9
573458,11638.9
372755,11665.1
909260,11692.01
811335,11701.07
460770,11702.35
742281,11714.78
238442,11718.42
510182,11760.88
535482,11760.88
131321,11763.15
645114,11763.15
429244,11763.94
951719,11772.79
336281,11790.5
673424,11790.5
927703,11790.5
636813,11793.13
967490,11814.48
256360,11814.53
658076,11830.95
933682,11833.77
241468,11834.73
728386,11836.3
738890,11836.3
405928,11855.14
475532,11875.9
198147,11880.97
234435,11895.18
302839,11895.18
566182,11900.54
721973,11905.07
458745,11926.75
246736,11944.4
703374,11955.4
275637,11971.98
148487,11981.98
581531,11981.98
585495,11981.98
685631,11981.98
711285,11981.98
863223,11981.98
988552,11981.98
519742,11982.42
526481,11986.59
517538,12010.94
707762,12022.39
261125,12023.75
108666,12036.62
560149,12036.62
624487,12036.62
657980,12036.62
884875,12045.67
635026,12052.89
199603,12052.98
444652,12067.46
698510,12148.94
470450,12157.33
565602,12168.64
891604,12168.64
356828,12168.74
478890,12168.74
930774,12168.74
789892,12174.59
856348,12174.59
932623,12174.59
436041,12231.88
372111,12255.12
278464,12263.11
878518,12265.6
872752,12275.34
432941,12280.77
607997,12280.77
720131,12280.77
913153,12280.77
263592,12296.5
472719,12300.01
869276,12300.01
924630,12302.76
786255,12313.16
857771,12315.09
803177,12321.84
717891,12324.27
946070,12349.7
580554,12350.06
891727,12357.12
208517,12362.09
354547,12362.09
941683,12383.53
412429,12427.39
912252,12465.92
343884,12515.18
628475,12515.18
201273,12516.92
733728,12519.8
733096,12521.42
776453,12547.43
761613,12552.65
932244,12584.01
630711,12590.94
589101,12622.83
782804,12624.96
980338,12655.53
828731,12663.6
456367,12663.99
242304,12682.25
929913,12687.15
709238,12689.43
606214,12723.15
295327,12731.95
419748,12731.95
540380,12731.95
851981,12731.95
948693,12731.95
247391,12734.21
937228,12734.21
667634,12741.85
840059,12741.85
884522,12741.85
102376,12765.78
259110,12767.23
470671,12779.9
189775,12786.67
646189,12807.09
253466,12836.01
283807,12846.45
312630,12866.89
918017,12875.6
766012,12877.78
663098,12883.81
939856,12898.59
515826,12902.09
475535,12904.94
725120,12904.94
151036,12919.42
845820,12941.73
887511,12941.89
254230,12948.4
439361,12989.82
362471,13009.24
928644,13023.93
185830,13024.13
187318,13024.13
389928,13024.13
444366,13024.13
939098,13024.13
418793,13024.22
445496,13046.65
773865,13057.01
329735,13057.17
151327,13061.52
347231,13080.79
835973,13080.79
372663,13081.31
672904,13083.49
841373,13083.49
579931,13094.61
157704,13104.3
319052,13104.3
229265,13107.93
741244,13110.55
618390,13111.11
814112,13111.11
221361,13118.74
277565,13118.74
900753,13151.83
377928,13156.75
328116,13160.34
609664,13160.34
192994,13171.01
298671,13171.01
805598,13178.43
301603,13197.93
675240,13197.93
852012,13197.93
307047,13211.01
847772,13220.8
683503,13223.04
220794,13248.64
655995,13265.96
757416,13270.94
826589,13270.94
703104,13283.86
523399,13295.6
648586,13297.64
124931,13297.71
575833,13297.71
161956,13306.18
489279,13306.18
880805,13352.56
867757,13357.45
652518,13367.87
207001,13372.02
975846,13372.02
198010,13372.33
543285,13379.81
432843,13411.31
373242,13419.4
263246,13422.06
110065,13432.0
172491,13447.37
200519,13448.81
788001,13450.96
103383,13466.92
600712,13466.92
666189,13466.92
738473,13466.92
256003,13494.76
881000,13494.76
889569,13502.63
165742,13552.78
576074,13559.39
942017,13559.39
315235,13561.2
426429,13561.2
602275,13623.62
116732,13681.71
436010,13727.8
745920,13727.8
988638,13727.8
285335,13736.13
722003,13736.13
770452,13736.13
195960,13742.54
390297,13749.37
655957,13755.54
257417,13759.15
599394,13770.98
953198,13770.98
728228,13776.74
863459,13780.49
901461,13798.48
460894,13840.16
307032,13862.1
486909,13864.38
160740,13869.93
326028,13869.93
573681,13869.93
815841,13869.93
981195,13881.04
333064,13891.74
792103,13891.74
426223,13897.39
545410,13918.53
990218,13955.57
614000,13989.85
377444,13995.69
721406,13995.69
302258,14010.53
101487,14024.36
286636,14024.36
397934,14024.36
406252,14024.36
555118,14024.36
874267,14024.36
182235,14031.7
290620,14031.7
697393,14031.7
829316,14065.3
397099,14084.49
886439,14084.49
161338,14131.12
594598,14137.23
237312,14158.61
728302,14181.64
212602,14191.6
929871,14194.15
645508,14196.97
116999,14228.23
631854,14230.32
762671,14246.15
969938,14260.91
290564,14267.93
634615,14274.55
999524,14325.15
478284,14333.92
111573,14349.86
975477,14349.86
581513,14376.55
145322,14382.56
243005,14428.87
306400,14432.75
823590,14432.75
121139,14435.67
187835,14435.67
307623,14435.67
331697,14435.67
719736,14435.67
656036,14439.8
155020,14455.86
954454,14472.58
430670,14476.12
408170,14503.02
919338,14510.44
905787,14514.01
536794,14536.79
665679,14558.42
340927,14566.09
809107,14567.27
218917,14635.45
334192,14635.45
739808,14635.45
855635,14635.45
969617,14641.52
645145,14709.0
681399,14709.0
986623,14710.43
211058,14718.12
104673,14723.41
330562,14727.51
209994,14741.76
611084,14748.92
654433,14789.62
200708,14862.76
907252,14862.76
893040,14917.33
251012,14944.84
276484,14962.37
377464,14980.05
462701,15000.84
715797,15000.84
445251,15002.6
772484,15014.09
858817,15016.19
182543,15023.6
228557,15025.19
968225,15031.56
886876,15055.54
368027,15096.27
384409,15096.27
257506,15114.4
299464,15114.4
117053,15118.9
265784,15144.41
136106,15173.97
221709,15245.25
545127,15251.58
128975,15261.41
991275,15261.41
866403,15262.96
742009,15265.81
332823,15266.48
356613,15272.8
952911,15284.33
967637,15320.22
445704,15320.37
332027,15328.46
778027,15362.35
225363,15363.85
571180,15363.85
321213,15374.18
190405,15394.87
619537,15417.68
780298,15467.79
968312,15467.79
487486,15481.25
807769,15483.53
945455,15483.53
287266,15485.8
445599,15487.44
738096,15488.43
703109,15506.93
512358,15512.56
380843,15531.79
633640,15550.19
194886,15558.44
594200,15563.37
691365,15613.95
616374,15626.28
776931,15638.58
768415,15641.26
469702,15656.03
485795,15672.7
308362,15673.14
350692,15727.13
850359,15759.62
107420,15771.39
366500,15771.39
860032,15785.3
135134,15806.53
456632,15808.76
459517,15839.09
708807,15886.03
474846,15936.58
441631,15950.02
612186,15950.02
828232,15956.03
884570,15956.03
130077,15956.52
695978,15984.53
488044,15994.01
998085,16005.51
916880,16007.95
328111,16060.07
928922,16060.07
939431,16068.35
112863,16107.19
978907,16107.19
178459,16138.42
907945,16152.9
497784,16236.48
651694,16256.81
952602,16261.17
112142,16272.74
219555,16301.97
828862,16301.97
487727,16304.3
493819,16304.3
746296,16320.77
709982,16344.61
511437,16407.66
227398,16464.37
520660,16468.22
732694,16468.22
898887,16468.22
800945,16473.17
855530,16473.17
513123,16477.77
139022,16504.96
973728,16515.01
504919,16525.38
263069,16531.7
885176,16531.7
659731,16548.86
783165,16553.23
914074,16675.9
204840,16681.33
696128,16699.46
729084,16699.46
188136,16705.1
364596,16710.84
390377,16727.56
807942,16728.34
438593,16793.97
935161,16793.97
577360,16794.31
958915,16798.86
197890,16922.13
984429,16936.27
615411,16938.3
843665,16963.84
732813,16979.8
376144,17002.02
460272,17006.0
432655,17029.89
740763,17085.41
894448,17103.79
881749,17109.39
199478,17114.33
533388,17208.06
350979,17223.07
436419,17223.89
232884,17250.75
572663,17253.73
212350,17254.04
352501,17367.27
328623,17367.53
634900,17367.53
824712,17429.88
115705,17435.68
135421,17441.64
396471,17476.64
408915,17476.64
491310,17484.53
505798,17484.53
252271,17497.52
428765,17497.52
703972,17497.52
824163,17530.04
757834,17569.16
244398,17602.51
868154,17622.13
107037,17732.46
219160,17732.46
448273,17738.2
731286,17776.82
755145,17786.28
208961,17793.61
546177,17817.46
937911,17840.2
667157,17857.97
472692,18061.92
566951,18089.8
716548,18131.19
936273,18196.64
424216,18205.67
962989,18205.67
823998,18269.54
745870,18321.42
363983,18361.56
189613,18399.83
494515,18453.58
695564,18474.71
553879,18504.28
573830,18544.3
968497,18569.5
792277,18591.55
793384,18591.55
430197,18634.73
447387,18677.85
772362,18690.34
447675,18704.85
413659,18726.15
675956,18853.74
396920,18892.2
319947,18939.51
276037,18943.27
758840,18943.27
166846,18948.35
314372,18975.46
727573,19045.5
153395,19079.1
522677,19088.34
184678,19160.99
449555,19160.99
528226,19160.99
644265,19160.99
842835,19160.99
953614,19160.99
390880,19174.63
676877,19174.63
415446,19185.07
282678,19237.77
815850,19237.77
828182,19253.03
687262,19278.82
472373,19323.24
131253,19327.87
194480,19338.53
376484,19338.53
684305,19357.37
863374,19363.53
905161,19393.21
278164,19435.63
342980,19480.5
652431,19504.47
277375,19582.47
678925,19606.36
703507,19685.41
961264,19688.32
400802,19776.57
640831,19776.57
670002,19837.31
550434,19884.92
492505,19927.64
548037,20003.14
596173,20003.14
569940,20018.2
987530,20067.4
396155,20090.44
605134,20090.44
137850,20096.89
512169,20096.89
661411,20096.89
711565,20096.89
241677,20171.96
825484,20215.39
216666,20370.77
721494,20395.97
118376,20455.25
905806,20455.25
197086,20467.72
304080,20498.83
775520,20531.65
409051,20534.39
590280,20552.62
737842,20579.69
296095,20604.02
430097,20631.15
432366,20631.15
175169,20635.08
784710,20700.86
406411,20708.26
258166,20864.31
357298,20885.56
730214,20936.33
811333,20946.19
157751,20957.61
789149,21101.21
667398,21112.54
540112,21151.23
744746,21159.3
823113,21172.39
482922,21205.38
467222,21240.94
204424,21283.64
477219,21343.47
817298,21418.36
106757,21423.64
210755,21423.64
272476,21423.64
476648,21423.64
676669,21504.34
922815,21504.34
947026,21528.57
162155,21531.33
234807,21569.34
715271,21569.34
876243,21592.1
496329,21710.28
881428,21740.03
259446,21768.7
695987,21850.35
465476,21850.84
375371,21886.2
414433,21892.35
107296,21892.94
521043,21914.41
481851,21920.81
885763,21941.86
488647,21991.62
324049,22041.86
968842,22056.0
745354,22062.55
686232,22093.62
835240,22103.51
916269,22103.51
942952,22103.51
965713,22103.51
604510,22118.81
504564,22185.88
519419,22185.88
671115,22217.97
471000,22242.52
677404,22256.69
772194,22261.02
869804,22305.32
983440,22305.32
851901,22315.06
337148,22332.44
847704,22332.44
295561,22337.16
248265,22425.26
875789,22445.28
822995,22523.71
219779,22563.62
155348,22647.22
205697,22658.54
827215,22658.54
411420,22693.29
179153,22754.66
205826,22754.66
602931,22762.21
346560,22837.14
277855,22895.35
348600,22895.35
863219,22952.07
524055,22986.15
825730,22986.15
859516,23020.89
737534,23055.57
677217,23086.36
600432,23144.13
170152,23187.15
958283,23187.15
705020,23208.39
194722,23331.83
225486,23435.73
885871,23435.73
670751,23515.85
347914,23536.75
336902,23594.68
709656,23594.68
796900,23594.68
823567,23594.68
921777,23594.68
342483,23706.11
107993,23740.12
412186,23747.47
670131,23813.52
143151,23866.16
643643,23875.48
955750,23893.3
577398,23981.54
736685,23984.62
844477,23990.15
781963,24084.54
398965,24127.5
410202,24127.5
555745,24127.5
977550,24127.5
448812,24143.88
436282,24186.88
636213,24238.66
864128,24258.71
424098,24337.38
740083,24338.51
292384,24552.87
596911,24636.97
636749,24672.66
681032,24723.18
237107,24826.89
896095,24868.24
448751,24980.23
719300,25002.02
767175,25030.38
733467,25093.57
605768,25169.19
963067,25253.1
348994,25390.55
376725,25401.52
324997,25464.82
464256,25464.82
160905,25581.61
365557,25581.61
196757,25626.71
321027,25626.71
113779,25640.24
624881,25763.41
219270,25807.06
282259,25807.06
529544,25807.06
870281,25830.91
399943,25900.2
763406,25997.75
280822,26134.91
572073,26180.81
683901,26197.41
790008,26197.41
841324,26197.41
699281,26200.83
667275,26223.81
953693,26223.81
150301,26232.85
606004,26338.59
268414,26346.09
643669,26346.09
267306,26416.25
846313,26453.94
266640,26462.76
107730,26511.6
649194,26770.45
450665,26843.12
574688,26864.2
403764,26900.27
999513,27064.46
833148,27069.5
915009,27287.5
375467,27382.82
600541,27440.61
116735,27443.47
247551,27443.47
206050,27495.42
675409,27564.74
144615,27666.3
933187,27776.29
239476,27789.69
568870,27789.69
750153,27789.69
351937,27929.96
717229,27937.75
996900,27937.75
260000,27945.89
615131,27990.27
813352,28393.33
121351,28421.57
206925,28432.0
467359,28432.0
191626,28486.07
644865,28685.83
821918,28799.95
972129,28799.95
149348,28824.06
960959,28824.06
837269,29049.71
611029,29091.24
602585,29232.69
960441,29577.28
709724,29589.94
355578,29676.81
740063,29676.81
961965,29830.39
167491,29874.74
651377,29973.42
680738,30061.69
108430,30081.37
776443,30141.62
398839,30286.69
243273,30475.78
187838,30591.61
946439,30591.61
530880,30763.26
904397,30850.59
939399,30859.36
300371,30909.22
499874,31269.27
532997,31316.61
103969,31410.93
173673,31516.51
562510,31920.77
183129,32021.4
483274,32227.08
880402,32269.85
525612,32474.77
103151,32613.69
961440,32613.69
171350,32643.08
944636,32677.34
300460,32725.3
224178,32777.3
212301,32861.26
798533,32871.75
905854,32961.15
571992,33053.27
974875,33053.27
191656,33451.79
193519,33473.35
255320,33473.35
688132,33473.35
727091,33473.35
498028,33873.18
339880,34243.51
181184,34611.38
906217,34611.38
273054,34708.87
728009,34931.0
401824,35062.65
278013,35186.26
759551,35440.14
512471,35444.31
402966,35537.85
834576,35692.17
867561,35850.6
578998,35900.08
863262,35944.71
744181,35984.1
380001,36057.54
648455,36057.54
545534,36181.03
923527,36181.03
491481,36470.3
309041,36695.91
187077,36860.91
939571,36946.06
912940,37150.83
302827,38230.21
797704,38410.6
168290,38445.86
856496,38496.95
491907,38545.71
675419,39400.19
447771,39769.56
849510,40440.76
687533,40636.67
767971,40636.67
683276,41075.43
225746,41143.09
248497,41143.09
379562,41491.74
343139,41745.01
345765,41745.01
123525,41787.9
175528,41787.9
374967,41787.9
607565,41787.9
749430,41787.9
902966,41787.9
559111,41855.17
190524,42389.01
266561,42462.97
563086,42462.97
625033,42561.63
643300,43026.52
353369,43217.22
309456,43290.5
923959,43290.5
651097,44520.14
570299,44795.47
258296,44856.11
710029,45708.65
760424,46302.08
746031,47155.63
529331,49221.43
364710,51016.07
566374,51016.07
333051,51426.25
642323,52811.49
798869,55277.45
977244,56675.94
801738,57520.5
219139,58166.55
228030,58753.88
433172,2738.0
697356,2738.0
225318,2739.06
551533,2742.8
926083,2742.84
240044,2743.55
583327,2743.55
586944,2744.08
856406,2744.17
946771,2744.17
994044,2744.52
262422,2744.74
864485,2745.13
571942,2745.25
298853,2746.12
336882,2746.12
343547,2746.9
434922,2746.92
804816,2746.92
302921,2747.43
973897,2747.43
142763,2747.77
291148,2748.8
302804,2748.8
741848,2748.85
746853,2748.85
332780,2748.93
373204,2749.41
751270,2749.41
602384,2750.54
758432,2750.54
203745,2750.88
156138,2751.25
373950,2751.37
161557,2752.66
326699,2752.66
823663,2753.16
854812,2753.16
890232,2753.31
559619,2753.78
627869,2753.78
780525,2754.14
346205,2754.46
985427,2754.46
850245,2755.22
915948,2756.47
479015,2756.94
659251,2756.94
949829,2757.38
426536,2758.33
621695,2758.5
370090,2758.7
653636,2758.7
663514,2759.62
260726,2759.98
397891,2759.98
405339,2759.98
508456,2759.98
576057,2759.98
614373,2759.98
724272,2759.98
582067,2760.48
628596,2760.48
113363,2760.95
172345,2760.95
103985,2761.69
357903,2762.8
860684,2764.03
531515,2764.49
653539,2764.49
150134,2764.8
316527,2767.5
825464,2767.5
123697,2767.59
467151,2767.59
613195,2769.25
976834,2769.25
136049,2769.73
122206,2771.05
173873,2771.05
203973,2771.05
276204,2771.05
291595,2771.05
606852,2771.05
952532,2771.96
971637,2771.96
746772,2772.44
454750,2772.5
141139,2772.84
308144,2772.84
632515,2773.46
612370,2774.8
840882,2774.8
437262,2775.08
825315,2775.67
760061,2776.32
603005,2776.58
127289,2776.63
435883,2776.75
537124,2776.77
849884,2776.84
523246,2777.34
684296,2777.53
859972,2777.53
833783,2778.32
779929,2778.9
196583,2779.85
735627,2779.85
549537,2780.2
461353,2780.73
920321,2780.85
185129,2781.45
891097,2781.45
443130,2781.59
607480,2781.59
365421,2783.58
369943,2783.58
727497,2784.91
600792,2785.42
688691,2785.42
623946,2786.66
302134,2787.42
767494,2787.42
637765,2787.5
647791,2787.5
278987,2787.54
695076,2789.75
384146,2790.23
456167,2790.23
488303,2790.46
895537,2790.46
529415,2790.68
591547,2794.91
142224,2795.32
106689,2795.41
410341,2795.41
948825,2795.55
525525,2795.74
683699,2795.74
210485,2796.8
717780,2796.8
546869,2797.67
261423,2797.76
715369,2797.76
173506,2798.68
579943,2798.68
174923,2799.47
105074,2799.75
724222,2799.75
327019,2801.56
451740,2802.62
987482,2803.6
555398,2803.8
778317,2803.8
176848,2805.1
626070,2805.1
323735,2805.18
958743,2805.18
137209,2805.29
390209,2805.29
286975,2806.7
919832,2807.05
387553,2808.08
867801,2808.61
609650,2809.77
298535,2810.46
424139,2810.46
459163,2810.46
593116,2810.46
668970,2810.46
707974,2810.46
831987,2810.46
372522,2810.67
675506,2810.67
816705,2810.96
527067,2811.96
802200,2811.96
565074,2813.31
853421,2813.31
651210,2813.51
574005,2813.69
377173,2814.21
706792,2814.21
346828,2814.44
370959,2816.57
104849,2816.76
339220,2816.76
836523,2816.76
526579,2818.31
331184,2821.0
479950,2821.0
371368,2821.1
780150,2821.1
849569,2821.35
684826,2821.95
862932,2821.95
104431,2822.59
822723,2822.59
243018,2822.73
718922,2822.73
472405,2823.5
240861,2824.68
305100,2824.85
329446,2824.85
648231,2826.8
810028,2826.8
331857,2827.33
456117,2827.33
873977,2827.44
480872,2828.1
515634,2828.1
801607,2829.31
249811,2829.86
671906,2829.86
530214,2831.59
826230,2831.59
480203,2831.68
486890,2831.68
190570,2832.51
273070,2833.8
444748,2834.65
526479,2834.65
945166,2836.68
396996,2837.01
639466,2837.11
732144,2837.11
998078,2837.16
100140,2838.07
646225,2838.07
279580,2839.3
664771,2839.3
482940,2839.8
662045,2839.81
666877,2839.95
444371,2840.3
512640,2840.3
952026,2840.85
264034,2840.9
509962,2841.44
950216,2842.03
868719,2842.82
400958,2843.15
641586,2843.56
496403,2844.85
737755,2844.85
234630,2845.52
622975,2846.17
641162,2846.17
614441,2846.25
652756,2846.25
463882,2846.65
904669,2846.65
955666,2847.97
225930,2848.56
574081,2848.56
712521,2849.25
369867,2851.16
181377,2853.37
407468,2853.51
882263,2853.51
499583,2853.6
376618,2854.11
154644,2854.27
683356,2854.27
753637,2855.69
923062,2855.93
723969,2856.95
846215,2856.95
231084,2857.11
765793,2857.99
562358,2858.09
550352,2858.99
746554,2858.99
336541,2859.41
872340,2859.53
967838,2859.53
429471,2859.8
544619,2860.11
829627,2860.11
417841,2860.75
392713,2860.86
213086,2861.72
735964,2861.72
216596,2862.18
887328,2862.56
911585,2862.56
130331,2862.73
708933,2862.73
102877,2863.04
546456,2863.04
272148,2863.05
939992,2863.05
318291,2863.31
403052,2863.31
349447,2864.09
931247,2864.54
466781,2864.82
700225,2866.82
894608,2867.21
140381,2867.31
262774,2867.31
315736,2867.31
549064,2867.31
608537,2867.31
808206,2867.31
813739,2867.31
939683,2867.31
188120,2868.6
117482,2869.74
897229,2869.74
889687,2871.15
427976,2871.44
497756,2872.05
916300,2872.05
294027,2872.67
982543,2872.98
267739,2874.07
535413,2874.07
629706,2874.09
132552,2875.43
336770,2875.43
159486,2876.78
576345,2876.82
561570,2877.35
573290,2877.35
497891,2877.81
755374,2878.77
321762,2878.85
612955,2879.51
260464,2879.63
963595,2879.63
193150,2880.35
369416,2880.35
888506,2883.17
410790,2884.64
865401,2885.0
894099,2885.0
797158,2885.33
918272,2885.41
297684,2885.74
687186,2885.74
458614,2886.23
231013,2886.45
277884,2886.45
452873,2886.45
465741,2886.45
515860,2886.45
777549,2886.45
916358,2886.45
100102,2887.74
977693,2887.74
675516,2887.78
751823,2887.78
194065,2888.85
375683,2889.09
631406,2890.34
864161,2890.34
976423,2891.27
959280,2891.72
531619,2891.73
728563,2891.73
552016,2893.31
982296,2893.81
113874,2894.24
562404,2894.24
135841,2894.58
926611,2894.58
426958,2895.21
442479,2896.92
870687,2897.28
569347,2897.62
831860,2897.62
857235,2897.78
465729,2898.73
240963,2899.32
336831,2899.7
942083,2899.7
851549,2899.92
333207,2902.15
677560,2902.15
757420,2902.62
344768,2903.02
347634,2903.24
421752,2903.75
663416,2903.75
221813,2906.3
747187,2906.3
283980,2907.36
487212,2907.36
288612,2907.44
921746,2907.9
638085,2908.02
835440,2908.88
700207,2909.55
747668,2909.55
203607,2910.32
260245,2910.32
417904,2912.24
973059,2912.24
459563,2912.25
332289,2912.6
400313,2912.6
373886,2912.89
490387,2912.89
409908,2912.91
210647,2913.32
904602,2913.32
346704,2913.48
926867,2913.48
485062,2913.49
635517,2914.09
906780,2914.96
715255,2915.65
948489,2916.38
397272,2916.42
478700,2917.54
789052,2917.54
453887,2918.58
991893,2918.58
972648,2919.71
500058,2921.49
940901,2921.68
960005,2921.68
267020,2921.93
283338,2921.93
872234,2924.98
408500,2925.73
762259,2925.73
804930,2926.52
877008,2926.83
913809,2926.83
445169,2926.89
795492,2926.89
744567,2927.07
651605,2927.22
945379,2927.73
132209,2928.12
826113,2928.12
682709,2929.92
662164,2930.69
189854,2931.16
309727,2931.16
700286,2933.5
859258,2933.96
938603,2935.84
192772,2935.99
744135,2935.99
478050,2936.99
607115,2936.99
347212,2937.17
236710,2937.42
208256,2938.08
224000,2938.08
767331,2938.08
844193,2938.08
135279,2938.73
433496,2938.73
604526,2938.81
645081,2938.81
932233,2939.94
806598,2941.83
105789,2943.05
158901,2943.05
398603,2944.18
287690,2949.28
352068,2951.29
418718,2952.36
709499,2952.36
336271,2952.58
401834,2953.62
649656,2953.62
406099,2953.8
961427,2954.39
470381,2955.5
728085,2955.5
600651,2956.36
164094,2957.76
841631,2957.76
363513,2959.82
561413,2959.82
332225,2959.95
170531,2960.03
561873,2960.57
279634,2961.31
641903,2962.72
694648,2962.98
491690,2965.72
641164,2965.72
247833,2966.94
464248,2968.08
811471,2968.08
569188,2969.59
818040,2969.59
434751,2971.92
878510,2971.92
653542,2972.46
831812,2972.46
219646,2974.31
843101,2975.26
335306,2978.85
976831,2978.85
670430,2980.01
278932,2980.46
561107,2980.46
990905,2981.88
846291,2982.2
578811,2983.11
741677,2987.95
785965,2989.91
972791,2990.33
109022,2991.42
904501,2991.42
985266,2991.7
138065,2993.02
528332,2993.02
603407,2993.12
607405,2994.35
809449,2996.14
834615,2996.14
330858,2996.89
504525,2999.34
716360,3000.44
687589,3007.39
619268,3008.1
923234,3008.1
138204,3008.97
753306,3011.27
918326,3011.34
678493,3011.77
781355,3011.77
371737,3012.04
391034,3012.04
273414,3013.44
515023,3016.44
746536,3016.44
864288,3020.42
702147,3023.89
724723,3028.78
772152,3031.59
173227,3032.82
413088,3033.41
667293,3033.41
140290,3034.65
994571,3034.65
191780,3034.77
575948,3034.77
144641,3034.8
192250,3034.8
628452,3038.11
940904,3038.11
195895,3038.83
758389,3040.25
870764,3040.25
636533,3041.79
817245,3044.0
977676,3044.0
523170,3044.79
239956,3049.84
918807,3049.84
423473,3052.63
702048,3052.63
181830,3054.54
362680,3054.54
347850,3055.7
808498,3056.99
927559,3056.99
450323,3059.06
756481,3059.06
796429,3059.18
930620,3059.18
442838,3059.28
336037,3059.43
479198,3059.55
552441,3059.55
152406,3061.05
447925,3061.05
884691,3061.8
197608,3063.11
802336,3063.11
229075,3065.37
983810,3071.78
153003,3075.59
199405,3075.59
495403,3086.01
156945,3086.72
783363,3086.72
443967,3086.87
992985,3086.87
737949,3087.25
846046,3087.25
379506,3088.0
423941,3090.03
303396,3090.13
798954,3092.63
493640,3094.32
661546,3094.32
196367,3095.18
573649,3095.18
337235,3095.63
706820,3095.63
620406,3095.71
502943,3095.8
473674,3096.51
624704,3096.51
686769,3096.51
690671,3096.51
733515,3096.51
841674,3096.51
974041,3097.92
556492,3099.54
820344,3099.54
235398,3102.79
514632,3103.92
581079,3103.92
324242,3105.35
669066,3105.35
616956,3106.48
779882,3106.48
415915,3107.57
299454,3107.59
429354,3109.01
612595,3109.01
708230,3112.05
224664,3113.34
873116,3113.34
701012,3115.7
851563,3118.93
977080,3118.93
973060,3118.98
293663,3122.98
248433,3123.08
314108,3123.08
358201,3123.08
480158,3123.08
576658,3123.08
824990,3123.08
992002,3123.08
384744,3124.93
808920,3126.27
611356,3129.11
133859,3130.68
212128,3130.68
692129,3133.02
855602,3133.5
946998,3133.5
300106,3135.41
973524,3135.41
316290,3135.58
338838,3136.08
413115,3136.08
588789,3136.7
686044,3136.7
820341,3139.17
833165,3139.17
149655,3141.25
164064,3141.33
893574,3141.33
192115,3142.74
570971,3142.74
548682,3142.81
705806,3142.88
