Loyalty#,Country,Province or State,City,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentType,Income_Bins,Preferred_Season,CLV_Bins,Loyalty#
496014,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,496014
515315,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Aurora,Standard,High,Non_Travel,Medium,515315
623222,Canada,Manitoba,Winnipeg,female,Bachelor,Rural,Married,Aurora,Standard,High,Winter_Flights,Medium,623222
270266,Canada,Ontario,Toronto,male,College,Rural,Single,Aurora,Standard,Low,Summer_Flights,Medium,270266
775407,Canada,Quebec,Montreal,female,College,Urban,Single,Aurora,Standard,Low,Winter_Flights,Medium,775407
796627,Canada,British Columbia,Victoria,female,College,Urban,Single,Aurora,2021 Promotion,Low,Autumn_Flights,Medium,796627
777561,Canada,Saskatchewan,Regina,male,Bachelor,Rural,Married,Aurora,Standard,High,Winter_Flights,Medium,777561
731540,Canada,Alberta,Banff,male,Doctor,Urban,Single,Aurora,Standard,Medium,Spring_Flights,Medium,731540
455319,Canada,New Brunswick,Fredericton,female,Doctor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,455319
318199,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,318199
804510,Canada,Alberta,Calgary,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Non_Travel,Medium,804510
637396,Canada,Ontario,Thunder Bay,male,Bachelor,Urban,Single,Aurora,Standard,High,Autumn_Flights,Medium,637396
663133,Canada,Manitoba,Winnipeg,female,Doctor,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,663133
678722,Canada,Ontario,Sudbury,male,Master,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,678722
616183,Canada,Quebec,Montreal,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,616183
470998,Canada,Ontario,Kingston,female,High School or Below,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,470998
356618,Canada,Yukon,Whitehorse,female,Bachelor,Rural,Single,Aurora,Standard,Medium,Winter_Flights,Medium,356618
934893,Canada,Alberta,Peace River,male,High School or Below,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,934893
491369,Canada,Quebec,Tremblant,male,Bachelor,Suburban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,491369
939593,Canada,Alberta,Edmonton,female,College,Suburban,Married,Aurora,Standard,Low,Non_Travel,Medium,939593
744304,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,High,Winter_Flights,Medium,744304
950336,Canada,British Columbia,Kelowna,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,950336
721786,Canada,Ontario,Trenton,male,Bachelor,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,721786
344570,Canada,Ontario,Trenton,female,College,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,344570
927165,Canada,Ontario,Thunder Bay,female,Doctor,Rural,Married,Aurora,Standard,Medium,Non_Travel,Medium,927165
197192,Canada,Ontario,Thunder Bay,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Winter_Flights,Medium,197192
711864,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,711864
576051,Canada,Quebec,Tremblant,male,College,Rural,Married,Aurora,Standard,Low,Autumn_Flights,Medium,576051
272551,Canada,British Columbia,Whistler,male,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,272551
385861,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,385861
551961,Canada,Quebec,Montreal,male,College,Urban,Single,Aurora,Standard,Low,Winter_Flights,Medium,551961
730008,Canada,Ontario,Sudbury,male,Bachelor,Urban,Married,Aurora,Standard,High,Non_Travel,Medium,730008
313708,Canada,Saskatchewan,Regina,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,313708
807970,Canada,Nova Scotia,Halifax,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,807970
502023,Canada,British Columbia,Whistler,female,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,502023
713039,Canada,Ontario,Trenton,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,713039
937476,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,937476
792332,Canada,Yukon,Whitehorse,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,792332
857516,Canada,Ontario,Kingston,male,Bachelor,Rural,Single,Aurora,Standard,High,Winter_Flights,Medium,857516
180216,Canada,New Brunswick,Fredericton,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,180216
301793,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,301793
308480,Canada,Ontario,Kingston,female,Bachelor,Urban,Married,Aurora,Standard,High,Winter_Flights,Medium,308480
802196,Canada,Quebec,Quebec City,male,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,802196
465095,Canada,Alberta,Banff,female,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,465095
639117,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,639117
942779,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,High,Winter_Flights,Medium,942779
151554,Canada,New Brunswick,Moncton,male,Doctor,Suburban,Single,Aurora,Standard,Low,Spring_Flights,Medium,151554
290091,Canada,Quebec,Tremblant,female,Doctor,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,290091
280216,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Single,Aurora,Standard,Medium,Autumn_Flights,Medium,280216
348173,Canada,Quebec,Hull,male,Bachelor,Urban,Single,Aurora,Standard,Medium,Non_Travel,Medium,348173
452684,Canada,British Columbia,Vancouver,female,College,Suburban,Divorced,Aurora,Standard,Low,Autumn_Flights,Medium,452684
399555,Canada,Saskatchewan,Regina,female,Bachelor,Suburban,Married,Aurora,2021 Promotion,Medium,Autumn_Flights,Medium,399555
958941,Canada,British Columbia,Victoria,male,College,Rural,Married,Aurora,2021 Promotion,Low,Spring_Flights,Medium,958941
475233,Canada,New Brunswick,Fredericton,female,College,Suburban,Married,Aurora,Standard,Low,Spring_Flights,Medium,475233
715184,Canada,Quebec,Tremblant,female,College,Suburban,Married,Aurora,Standard,Low,Winter_Flights,Medium,715184
474305,Canada,Manitoba,Winnipeg,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,474305
583565,Canada,Quebec,Quebec City,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,583565
907038,Canada,Ontario,Sudbury,female,College,Suburban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,907038
204375,Canada,Quebec,Quebec City,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Winter_Flights,Medium,204375
788515,Canada,Quebec,Hull,male,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,788515
580508,Canada,Nova Scotia,Halifax,female,College,Suburban,Single,Aurora,Standard,Low,Spring_Flights,Medium,580508
746235,Canada,Quebec,Montreal,male,College,Rural,Single,Aurora,Standard,Low,Non_Travel,Medium,746235
926106,Canada,British Columbia,West Vancouver,female,College,Suburban,Single,Aurora,Standard,Low,Winter_Flights,Medium,926106
531976,Canada,British Columbia,Dawson Creek,male,College,Suburban,Single,Aurora,Standard,Low,Winter_Flights,Medium,531976
686397,Canada,New Brunswick,Fredericton,male,College,Suburban,Married,Aurora,2021 Promotion,Low,Summer_Flights,Medium,686397
899287,Canada,Ontario,Toronto,male,College,Urban,Single,Aurora,Standard,Low,Spring_Flights,Medium,899287
642901,Canada,British Columbia,Victoria,male,College,Suburban,Single,Aurora,Standard,Low,Winter_Flights,Medium,642901
916478,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,916478
658310,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,658310
267474,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Single,Aurora,Standard,High,Autumn_Flights,Medium,267474
822555,Canada,British Columbia,Vancouver,male,College,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,822555
675057,Canada,Ontario,Trenton,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,675057
849330,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,849330
796541,Canada,Ontario,Ottawa,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,796541
183224,Canada,Quebec,Quebec City,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,183224
283709,Canada,Nova Scotia,Halifax,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,283709
319092,Canada,British Columbia,Whistler,male,College,Urban,Single,Aurora,Standard,Low,Winter_Flights,Medium,319092
845488,Canada,Quebec,Montreal,male,College,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,845488
181498,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Non_Travel,Medium,181498
337818,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,337818
271043,Canada,Ontario,Ottawa,male,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,271043
451183,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Aurora,Standard,Low,Winter_Flights,Medium,451183
659882,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,659882
734727,Canada,Quebec,Tremblant,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,734727
939103,Canada,Quebec,Montreal,male,College,Rural,Single,Aurora,Standard,Low,Summer_Flights,Medium,939103
981434,Canada,British Columbia,Vancouver,male,High School or Below,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,981434
939319,Canada,Saskatchewan,Regina,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,939319
211524,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,211524
404920,Canada,Ontario,Toronto,male,College,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,404920
380059,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,380059
159680,Canada,Saskatchewan,Regina,female,College,Rural,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,159680
748105,Canada,Manitoba,Winnipeg,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Non_Travel,Medium,748105
109612,Canada,Prince Edward Island,Charlottetown,female,College,Urban,Divorced,Aurora,Standard,Low,Winter_Flights,Medium,109612
703621,Canada,British Columbia,Vancouver,female,College,Urban,Divorced,Aurora,Standard,Low,Winter_Flights,Medium,703621
940874,Canada,Prince Edward Island,Charlottetown,male,College,Rural,Single,Aurora,Standard,Low,Non_Travel,Medium,940874
985757,Canada,Ontario,Toronto,female,College,Rural,Married,Aurora,Standard,Low,Winter_Flights,Medium,985757
708160,Canada,Ontario,Ottawa,male,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,708160
127185,Canada,Quebec,Montreal,male,College,Suburban,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,127185
318945,Canada,New Brunswick,Fredericton,male,College,Urban,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,318945
694021,Canada,Ontario,Toronto,male,College,Suburban,Married,Aurora,2021 Promotion,Low,Summer_Flights,Medium,694021
408990,Canada,Ontario,Toronto,male,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,408990
595624,Canada,Quebec,Tremblant,female,Bachelor,Rural,Single,Aurora,Standard,Medium,Winter_Flights,Medium,595624
730715,Canada,New Brunswick,Moncton,female,Bachelor,Suburban,Single,Aurora,Standard,Medium,Autumn_Flights,Medium,730715
353648,Canada,British Columbia,Victoria,female,College,Suburban,Single,Aurora,Standard,Low,Spring_Flights,Medium,353648
967241,Canada,Quebec,Hull,male,College,Urban,Single,Aurora,Standard,Low,Spring_Flights,Medium,967241
314713,Canada,British Columbia,Whistler,female,College,Urban,Divorced,Aurora,Standard,Low,Autumn_Flights,Medium,314713
367685,Canada,British Columbia,Whistler,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,367685
207576,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,207576
252450,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Aurora,2021 Promotion,Medium,Winter_Flights,Medium,252450
866417,Canada,Ontario,Kingston,female,Bachelor,Suburban,Married,Aurora,Standard,High,Winter_Flights,Medium,866417
392206,Canada,British Columbia,West Vancouver,male,College,Rural,Single,Aurora,Standard,Low,Summer_Flights,Medium,392206
967727,Canada,Quebec,Montreal,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,967727
462833,Canada,Ontario,Toronto,female,College,Urban,Married,Aurora,Standard,Low,Summer_Flights,Medium,462833
971097,Canada,Ontario,Sudbury,male,College,Urban,Single,Aurora,Standard,Low,Spring_Flights,Medium,971097
338346,Canada,British Columbia,Whistler,male,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,338346
550173,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,550173
950896,Canada,British Columbia,Vancouver,female,College,Urban,Divorced,Aurora,Standard,Low,Autumn_Flights,Medium,950896
354442,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,354442
410373,Canada,New Brunswick,Fredericton,female,College,Suburban,Single,Aurora,Standard,Low,Non_Travel,Medium,410373
884505,Canada,Quebec,Montreal,male,College,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,884505
646756,Canada,Quebec,Montreal,female,Bachelor,Urban,Married,Aurora,Standard,High,Non_Travel,Medium,646756
723707,Canada,British Columbia,Dawson Creek,male,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,723707
795820,Canada,Alberta,Calgary,female,College,Suburban,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,795820
155795,Canada,British Columbia,Victoria,female,Bachelor,Suburban,Married,Aurora,2021 Promotion,Medium,Summer_Flights,Medium,155795
452279,Canada,British Columbia,Victoria,male,College,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,452279
431392,Canada,British Columbia,Vancouver,male,College,Suburban,Single,Aurora,Standard,Low,Winter_Flights,Medium,431392
449084,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,449084
489549,Canada,Quebec,Quebec City,female,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,489549
530613,Canada,Ontario,London,female,High School or Below,Suburban,Married,Aurora,Standard,Low,Winter_Flights,Medium,530613
293685,Canada,Ontario,Ottawa,female,High School or Below,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,293685
213979,Canada,Ontario,Kingston,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,213979
442980,Canada,Ontario,Toronto,female,College,Urban,Married,Aurora,Standard,Low,Winter_Flights,Medium,442980
438383,Canada,Ontario,Kingston,female,Master,Suburban,Divorced,Aurora,Standard,Medium,Autumn_Flights,Medium,438383
470802,Canada,Ontario,Toronto,female,High School or Below,Suburban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,470802
932453,Canada,Nova Scotia,Halifax,female,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,932453
153953,Canada,Quebec,Montreal,male,Bachelor,Rural,Single,Aurora,Standard,Medium,Autumn_Flights,Medium,153953
384737,Canada,British Columbia,Victoria,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Non_Travel,Medium,384737
137999,Canada,Ontario,Trenton,female,Bachelor,Suburban,Single,Aurora,Standard,High,Winter_Flights,Medium,137999
838553,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Single,Aurora,Standard,High,Winter_Flights,Medium,838553
771943,Canada,Ontario,Toronto,female,College,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,771943
201115,Canada,British Columbia,Victoria,male,College,Rural,Single,Aurora,2021 Promotion,Low,Summer_Flights,Medium,201115
384602,Canada,Ontario,Toronto,female,College,Urban,Married,Aurora,Standard,Low,Spring_Flights,Medium,384602
281328,Canada,New Brunswick,Fredericton,female,Doctor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,281328
784271,Canada,Quebec,Montreal,male,Doctor,Rural,Married,Aurora,Standard,Medium,Winter_Flights,Medium,784271
983242,Canada,British Columbia,Dawson Creek,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,983242
714206,Canada,Quebec,Quebec City,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,714206
279468,Canada,British Columbia,Vancouver,female,College,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,279468
760166,Canada,Prince Edward Island,Charlottetown,male,College,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,760166
616667,Canada,British Columbia,Vancouver,female,Doctor,Urban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,616667
881818,Canada,Alberta,Banff,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,881818
677963,Canada,British Columbia,Vancouver,female,Doctor,Suburban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,677963
944454,Canada,Quebec,Montreal,male,College,Suburban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,944454
932270,Canada,British Columbia,Vancouver,male,College,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,932270
133065,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,133065
775724,Canada,Saskatchewan,Regina,female,High School or Below,Urban,Married,Aurora,2021 Promotion,Low,Winter_Flights,Medium,775724
270730,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,270730
938482,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,938482
181852,Canada,Ontario,Ottawa,male,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,181852
321457,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,321457
992986,Canada,Quebec,Hull,female,College,Rural,Single,Aurora,Standard,Low,Summer_Flights,Medium,992986
215952,Canada,New Brunswick,Fredericton,male,Master,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,215952
662973,Canada,Ontario,Toronto,male,Master,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,662973
800450,Canada,Ontario,Ottawa,female,Master,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,800450
926494,Canada,Quebec,Tremblant,male,Master,Urban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,926494
262574,Canada,Quebec,Montreal,female,Bachelor,Rural,Divorced,Aurora,Standard,Medium,Autumn_Flights,Medium,262574
983809,Canada,British Columbia,Whistler,male,Bachelor,Rural,Divorced,Aurora,2021 Promotion,Medium,Summer_Flights,Medium,983809
552364,Canada,British Columbia,Vancouver,male,College,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,552364
428922,Canada,British Columbia,Vancouver,female,Master,Rural,Married,Aurora,Standard,Low,Winter_Flights,Medium,428922
399973,Canada,British Columbia,Whistler,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,399973
563386,Canada,Ontario,Toronto,female,College,Urban,Divorced,Aurora,Standard,Low,Winter_Flights,Medium,563386
814067,Canada,Alberta,Calgary,male,College,Urban,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,814067
592145,Canada,Quebec,Quebec City,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,592145
632974,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,632974
559622,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,559622
680569,Canada,Quebec,Montreal,male,College,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,680569
384818,Canada,New Brunswick,Fredericton,female,High School or Below,Urban,Single,Aurora,2021 Promotion,Medium,Non_Travel,Medium,384818
278928,Canada,Ontario,Trenton,female,College,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,278928
572448,Canada,British Columbia,Vancouver,male,College,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,572448
861480,Canada,British Columbia,Vancouver,male,College,Urban,Single,Aurora,Standard,Low,Winter_Flights,Medium,861480
146086,Canada,Nova Scotia,Halifax,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,146086
580341,Canada,British Columbia,Victoria,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,580341
526349,Canada,British Columbia,West Vancouver,female,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,526349
262351,Canada,Quebec,Montreal,female,Bachelor,Suburban,Divorced,Aurora,Standard,High,Autumn_Flights,Medium,262351
506418,Canada,British Columbia,Whistler,male,Bachelor,Rural,Divorced,Aurora,2021 Promotion,High,Winter_Flights,Medium,506418
543852,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Aurora,2021 Promotion,High,Autumn_Flights,Medium,543852
307631,Canada,Ontario,Toronto,female,College,Urban,Single,Aurora,Standard,Low,Spring_Flights,Medium,307631
350059,Canada,British Columbia,Dawson Creek,female,College,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,350059
486776,Canada,Quebec,Hull,male,Doctor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,486776
611247,Canada,Quebec,Quebec City,female,Bachelor,Rural,Married,Aurora,Standard,High,Non_Travel,Medium,611247
251095,Canada,Alberta,Edmonton,female,Bachelor,Rural,Divorced,Aurora,Standard,High,Spring_Flights,Medium,251095
242812,Canada,Ontario,Thunder Bay,female,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,242812
822727,Canada,Ontario,Trenton,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,822727
526344,Canada,British Columbia,Whistler,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,526344
870522,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,870522
337925,Canada,Quebec,Hull,female,Bachelor,Suburban,Divorced,Aurora,Standard,Medium,Summer_Flights,Medium,337925
874363,Canada,British Columbia,Whistler,male,Bachelor,Suburban,Married,Aurora,Standard,High,Winter_Flights,Medium,874363
507555,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,507555
920716,Canada,Alberta,Peace River,female,College,Rural,Single,Aurora,2021 Promotion,Low,Summer_Flights,Medium,920716
956558,Canada,British Columbia,Dawson Creek,male,College,Urban,Married,Aurora,Standard,Low,Spring_Flights,Medium,956558
966580,Canada,Ontario,Trenton,female,Bachelor,Urban,Divorced,Aurora,Standard,High,Autumn_Flights,Medium,966580
462993,Canada,Quebec,Montreal,female,Bachelor,Rural,Divorced,Aurora,Standard,High,Spring_Flights,Medium,462993
601027,Canada,British Columbia,Whistler,female,Bachelor,Rural,Divorced,Aurora,Standard,High,Summer_Flights,Medium,601027
266536,Canada,Quebec,Hull,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,266536
390924,Canada,British Columbia,Vancouver,male,Doctor,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,390924
184035,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Aurora,Standard,High,Spring_Flights,Medium,184035
632398,Canada,Ontario,Trenton,female,Bachelor,Suburban,Married,Aurora,Standard,High,Autumn_Flights,Medium,632398
290994,Canada,Ontario,Kingston,female,Bachelor,Urban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,290994
760672,Canada,Nova Scotia,Halifax,male,Bachelor,Suburban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,760672
483212,Canada,Ontario,Toronto,female,College,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,483212
489108,Canada,British Columbia,Vancouver,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,489108
450995,Canada,Ontario,Ottawa,male,College,Rural,Single,Aurora,2021 Promotion,Low,Summer_Flights,Medium,450995
430323,Canada,Ontario,Kingston,male,Bachelor,Urban,Married,Aurora,Standard,High,Winter_Flights,Medium,430323
883055,Canada,Ontario,Toronto,male,Bachelor,Suburban,Single,Aurora,Standard,High,Autumn_Flights,Medium,883055
762117,Canada,Newfoundland,St. John's,female,Bachelor,Urban,Divorced,Aurora,Standard,Medium,Summer_Flights,Medium,762117
309352,Canada,Ontario,Kingston,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,309352
631853,Canada,Alberta,Edmonton,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,631853
470272,Canada,Nova Scotia,Halifax,female,College,Urban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,470272
140042,Canada,Ontario,Toronto,male,Bachelor,Suburban,Single,Aurora,Standard,High,Non_Travel,Medium,140042
486117,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,486117
472702,Canada,Ontario,Ottawa,male,High School or Below,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,472702
188328,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,188328
328543,Canada,British Columbia,Whistler,male,Bachelor,Suburban,Married,Aurora,Standard,High,Autumn_Flights,Medium,328543
129372,Canada,British Columbia,Vancouver,female,College,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,129372
483627,Canada,British Columbia,Whistler,female,College,Urban,Married,Aurora,Standard,Low,Summer_Flights,Medium,483627
493061,Canada,Ontario,Ottawa,male,College,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,493061
802425,Canada,British Columbia,Vancouver,female,College,Suburban,Married,Aurora,Standard,Low,Winter_Flights,Medium,802425
986792,Canada,Ontario,Thunder Bay,female,College,Rural,Married,Aurora,2021 Promotion,Low,Autumn_Flights,Medium,986792
268139,Canada,Ontario,Ottawa,male,Bachelor,Rural,Single,Aurora,Standard,High,Summer_Flights,Medium,268139
933642,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,933642
399214,Canada,Ontario,Toronto,female,College,Rural,Single,Aurora,Standard,Low,Summer_Flights,Medium,399214
357901,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,357901
289921,Canada,Quebec,Quebec City,female,Bachelor,Suburban,Single,Aurora,Standard,Medium,Spring_Flights,Medium,289921
910492,Canada,Newfoundland,St. John's,male,College,Rural,Married,Aurora,Standard,Low,Autumn_Flights,Medium,910492
